pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips,Cash,Credit Card,Dispute,No Charge,Pcard,Unknown,Prcard
33.0,13.05,9,17,2,1412010000,41.849246754,-87.624135298,41.849246754,-87.624135298,3.0,,17031841000.0,Cash,,1500.0,33.0,0.0,0.19076265480562343,0.21496322654655894,0.062209958931299464,0.012834958792474434,0.16567897344520746,0.10218380049627991,0.25136642698255646
2.0,5.05,11,20,2,1415651400,42.001571027,-87.695012589,42.001571027,-87.695012589,0.73,,,Cash,,180.0,2.0,0.0,0.12147267852292994,0.16816092418625822,0.05336497126609271,0.21787215957858824,0.19832651189036923,0.07093142822744497,0.1698713263283168
4.0,7.45,3,12,1,1395576000,41.975170943,-87.687515515,42.001571027,-87.695012589,0.1,,,Cash,Taxi Affiliation Services,420.0,2.0,0.0,0.15206967574693916,0.18469998405514879,0.17039552689284532,0.07518075985416928,0.1232241472198262,0.17706229113948138,0.11736761509158977
2.0,3.45,7,18,5,1374775200,42.001571027,-87.695012589,42.001571027,-87.695012589,0.0,,,Cash,,60.0,2.0,0.0,0.2661214566370508,0.10967124027790583,0.14848890830442132,0.02017141426931916,0.2110442239651654,0.23225578159697838,0.01224697494915913
2.0,4.65,12,15,1,1419781500,42.001571027,-87.695012589,42.001571027,-87.695012589,0.7,,,Cash,Taxi Affiliation Services,180.0,2.0,0.0,0.20338950721925908,0.18496735983534865,0.07245144060008091,0.041273100490353036,0.1822108333555529,0.1429534689097197,0.1727542895896858
2.0,6.25,7,11,1,1405251000,42.001571027,-87.695012589,42.001571027,-87.695012589,0.0,,,Cash,Taxi Affiliation Services,360.0,2.0,0.0,0.16748934275745705,0.27401782082293036,0.1013020635753507,0.10964995091653867,0.10339582203373256,0.19964393991369134,0.04450105998029932
2.0,10.05,3,20,6,1395433800,42.001571027,-87.695012589,42.001571027,-87.695012589,3.13,,,Cash,,660.0,2.0,0.0,0.21061570347161782,0.28160295154422044,0.11556918789435833,0.04541151083862046,0.20967035712940707,0.08654700953327613,0.05058327958849977
2.0,3.25,8,19,2,1441047600,42.001571027,-87.695012589,42.001571027,-87.695012589,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,60.0,2.0,0.0,0.048252392608322314,0.19979927770364167,0.16883050113336528,0.09037461762250011,0.19679224321899227,0.1875577031340966,0.10839326457908176
2.0,3.25,3,6,2,1394432100,42.001571027,-87.695012589,42.001571027,-87.695012589,0.0,,,Cash,,0.0,2.0,0.0,0.17324074639091439,0.12087185832410892,0.09569630538737528,0.014433620899776794,0.22989634708494067,0.1982952722259678,0.1675658496869162
14.0,9.85,6,18,3,1370973600,41.968069,-87.721559063,42.001571027,-87.695012589,2.4,,,Cash,,900.0,2.0,0.0,0.10747901125249303,0.2506189099960886,0.11092577079185936,0.07226912393094245,0.11390876777606156,0.14175567956108046,0.2030427366914746
4.0,9.45,3,22,5,1426805100,41.975170943,-87.687515515,42.001571027,-87.695012589,3.1,,,Cash,,600.0,2.0,0.0,0.33645165371811797,0.3089140003478879,0.0617925216789326,0.007828867191538653,0.03153593179839606,0.12756356572321031,0.12591345954191627
2.0,5.85,10,0,7,1412985600,42.001571027,-87.695012589,42.001571027,-87.695012589,0.95,,,Credit Card,,300.0,2.0,0.88,0.14359480058063592,0.2660846876843507,0.04183481663328945,0.06832665083800765,0.18198400170899848,0.22652511126116104,0.07164993129355679
2.0,3.25,1,9,1,1422179100,42.001571027,-87.695012589,42.001571027,-87.695012589,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,0.0,2.0,0.0,0.20424836901251484,0.20898235678139312,0.1364774975758691,0.09180710818401552,0.13453552115895667,0.14587378271213275,0.07807536457511799
2.0,3.25,5,17,4,1432143000,42.001571027,-87.695012589,42.001571027,-87.695012589,0.0,,,Cash,Taxi Affiliation Services,0.0,2.0,0.0,0.16214776276665976,0.18663772943972656,0.11976619971118486,0.03270591213259611,0.09704586197523334,0.26018513472573845,0.14151139924886094
21.0,10.45,12,23,1,1387151100,41.938666196,-87.711210593,41.901206994,-87.676355989,3.2,,,Cash,Taxi Affiliation Services,720.0,24.0,0.0,0.1658323190207873,0.17280832185832615,0.24825833540105946,0.1451060611105009,0.028927961387554144,0.08077646480571128,0.15829053641606078
3.0,5.25,10,17,7,1382202000,41.972709547,-87.657341107,41.972437081,-87.671109526,0.0,,17031031000.0,Cash,Blue Ribbon Taxi Association Inc.,360.0,3.0,0.0,0.0879263342007732,0.24761297607804092,0.14228696662731138,0.0024155258634554195,0.12025749110228506,0.27530873038162446,0.12419197574650956
6.0,7.45,6,17,1,1370195100,41.952719111,-87.660503502,41.972437081,-87.671109526,1.9,,17031031000.0,Cash,,480.0,3.0,0.0,0.2743759645361873,0.24165711802636983,0.07236069010643383,0.12433610800051623,0.1251293820592837,0.07284165093593684,0.0892990863352723
3.0,6.65,8,15,1,1438527600,41.972437081,-87.671109526,41.972437081,-87.671109526,0.7,,17031031000.0,Cash,,540.0,3.0,0.0,0.1712359271140781,0.3237886361240953,0.11496133478473666,0.007937985088184215,0.041400634789344304,0.11814585275547623,0.2225296293440851
24.0,12.25,1,2,1,1389492000,41.908378669,-87.670945075,41.972437081,-87.671109526,0.2,,17031031000.0,Cash,Taxi Affiliation Services,720.0,3.0,0.0,0.3732641573107012,0.2510800773137223,0.009894822839092992,0.00946882855453477,0.13901146359181846,0.07750733624235986,0.1397733141477703
8.0,6.05,7,21,3,1374009300,41.905857769,-87.630865027,41.892507781,-87.626214906,0.0,,17031081500.0,Cash,Choice Taxi Association,420.0,8.0,0.0,0.23680407604638964,0.1636051427520085,0.06768984519629519,0.03644178799717299,0.09932249711880388,0.2008932697818148,0.19524338110751513
8.0,8.45,2,21,5,1424984400,41.907412816,-87.640901525,41.892507781,-87.626214906,1.9,,17031081500.0,Cash,Taxi Affiliation Services,780.0,8.0,0.0,0.20644394340598046,0.34368261438118397,0.09258957204837671,0.08262396813204193,0.14065778397068,0.06959486174807904,0.06440725631365787
7.0,12.65,12,20,5,1386878400,41.926811182,-87.642605247,41.892507781,-87.626214906,0.2,,17031081500.0,Cash,Blue Ribbon Taxi Association Inc.,1320.0,8.0,0.0,0.2590817786594745,0.2754847024662356,0.04425561652115884,0.001112440890404151,0.15432791060528764,0.1522776871086524,0.11345986374878694
7.0,8.85,9,19,1,1379877300,41.921854911,-87.646210977,41.892507781,-87.626214906,2.5,,17031081500.0,Credit Card,Dispatch Taxi Affiliation,660.0,8.0,2.0,0.23021174305309017,0.17498031102619016,0.16541997531330968,0.009059788587900242,0.07323814423898801,0.19676733150548606,0.15032270627503572
6.0,11.25,7,0,7,1435968000,41.938391258,-87.63857492,41.892507781,-87.626214906,3.8,,17031081500.0,Cash,,660.0,8.0,0.0,0.1280280254571914,0.2924084609729699,0.08843743706523396,0.06968193246119224,0.09472302838154874,0.18236140376043794,0.14435971190142607
7.0,10.45,11,13,1,1383483600,41.921701492,-87.655911848,41.892507781,-87.626214906,0.1,,17031081500.0,Cash,Taxi Affiliation Services,960.0,8.0,0.0,0.25941154902702185,0.2226973567683273,0.11596313894667688,0.0018548363119107998,0.2323304828030326,0.08649878513666882,0.08124385100636168
6.0,11.25,10,8,5,1444896900,41.943155086,-87.640698076,41.892507781,-87.626214906,3.4,,17031081500.0,Cash,,840.0,8.0,0.0,0.14647268208366113,0.16321452784416912,0.06448742788197598,0.08674253613218942,0.06631018048436225,0.20519601844884328,0.26757662712479885
28.0,11.25,12,12,2,1386592200,41.867902418,-87.642958665,41.892507781,-87.626214906,0.2,,17031081500.0,Credit Card,Taxi Affiliation Services,720.0,8.0,2.8,0.1016187159573951,0.4187124236015593,0.04294094656900122,0.028975881259031867,0.16537320989355936,0.0849627292631362,0.157416093456317
7.0,8.65,12,0,6,1418947200,41.92926299,-87.635890954,41.892507781,-87.626214906,0.1,,17031081500.0,Cash,Taxi Affiliation Services,360.0,8.0,0.0,0.06255611786722157,0.39137660702467836,0.08528236980560246,0.00202816289218591,0.1693232014028661,0.13308721367956985,0.15634632732787573
6.0,16.45,2,23,7,1423351800,41.957530922,-87.66661144,41.892507781,-87.626214906,6.6,,17031081500.0,Cash,Chicago Medallion Management,960.0,8.0,0.0,0.21034461524688047,0.29508653282024583,0.10283753381690854,0.004311558205261711,0.07558442699135878,0.20358842390526355,0.10824690901408122
6.0,12.65,3,23,7,1363474800,41.934659157,-87.646729729,41.892507781,-87.626214906,0.0,,17031081500.0,Credit Card,Taxi Affiliation Services,780.0,8.0,2.5,0.12275453299413731,0.3788496280664381,0.17009279624772528,0.08694929744839301,0.10258538392567075,0.07974534351440624,0.05902301780322934
24.0,6.45,4,22,4,1366843500,41.892658108,-87.652534484,41.892507781,-87.626214906,0.0,,17031081500.0,Cash,Taxi Affiliation Services,360.0,8.0,0.0,0.13740778673578735,0.20499747571965588,0.24365216261986267,0.03228643634536924,0.11733316147117875,0.06270132166222205,0.20162165544592422
7.0,9.45,12,11,4,1450868400,41.92926299,-87.635890954,41.892507781,-87.626214906,3.1,,17031081500.0,Cash,Taxi Affiliation Services,540.0,8.0,0.0,0.29643649984106585,0.14485354747656812,0.05455277068490674,0.0859598650119236,0.19314589246292654,0.09115430271993666,0.13389712180267246
6.0,11.05,3,14,1,1394373600,41.942691844,-87.651770507,41.892507781,-87.626214906,0.2,,17031081500.0,Cash,Taxi Affiliation Services,540.0,8.0,0.0,0.24358642910117256,0.21081452606457635,0.009264444112997271,0.08082726419699916,0.035896524456571946,0.09082998043426556,0.3287808316334171
33.0,11.75,9,12,2,1474891200,41.849246754,-87.624135298,41.892507781,-87.626214906,3.2,,17031081500.0,Credit Card,,720.0,8.0,2.0,0.186687376977847,0.33643348762056763,0.04055299401505771,0.0013047488004414073,0.1791663309329571,0.10912867651631383,0.14672638513681516
3.0,5.25,3,18,7,1394907300,41.958154876,-87.653021789,41.957530922,-87.66661144,0.06,,17031060100.0,Credit Card,,360.0,6.0,2.0,0.29025299387925363,0.2617294854177803,0.01749065334210962,0.07668419517832079,0.13640232098505978,0.10860592463261533,0.1088344265648604
22.0,9.05,2,21,2,1392671700,41.928619051,-87.685362024,41.957735565,-87.683718102,2.8,,17031050200.0,Cash,Dispatch Taxi Affiliation,600.0,5.0,0.0,0.19687351995375876,0.2682900790867532,0.09768042787721058,0.0034955890764907086,0.2411924627222048,0.1090266428835622,0.08344127840001976
6.0,6.05,4,0,7,1428107400,41.949139771,-87.656803909,41.957735565,-87.683718102,1.3,,17031050200.0,Cash,Dispatch Taxi Affiliation,300.0,5.0,0.0,0.24057361654770415,0.25264341857895806,0.0815327025990593,0.08071664016712952,0.14208728580149138,0.13860523482563847,0.06384110148001881
7.0,5.65,1,19,1,1421610300,41.929046937,-87.651310877,41.921877461,-87.66407824,1.1,,17031832500.0,Cash,Taxi Affiliation Services,300.0,7.0,0.0,0.23604402602704538,0.314883872784153,0.08589999956746841,0.08214067571019855,0.116401639440454,0.03142301192107921,0.13320677454960164
7.0,5.65,11,21,6,1448055900,41.921854911,-87.646210977,41.921877461,-87.66407824,1.0,,17031832500.0,Credit Card,Northwest Management LLC,300.0,7.0,2.0,0.23788066223896703,0.11669290968660465,0.1420025279309017,0.017746650835922126,0.15066703574222112,0.08182244774828464,0.2531877658170987
41.0,26.05,3,15,1,1427038200,41.790506261,-87.583143717,41.921877461,-87.66407824,11.9,,17031832500.0,Cash,Top Cab Affiliation,1500.0,7.0,0.0,0.23671568693234976,0.5517640124367785,0.01471158762067706,0.004624243819843047,0.09750580032352646,0.06537757774530648,0.0293010911215187
6.0,8.05,11,1,1,1385256600,41.94258518,-87.656644092,41.921877461,-87.66407824,0.0,,17031832500.0,Credit Card,Taxi Affiliation Services,540.0,7.0,1.5,0.27924737343916534,0.3557171713214578,0.03751672386101718,0.06167364020788302,0.10333319120654466,0.11365562135899829,0.04885627860493375
6.0,9.25,2,14,7,1423924200,41.934762456,-87.639853859,41.921877461,-87.66407824,2.6,,17031832500.0,Credit Card,,780.0,7.0,1.25,0.1976850260123853,0.14626273817208776,0.12017589932505368,0.012238140089090422,0.12810376781617583,0.12472083257025023,0.27081359601495675
22.0,5.65,7,22,7,1374962400,41.916005274,-87.675095116,41.921877461,-87.66407824,1.3,,17031832500.0,Credit Card,Taxi Affiliation Services,300.0,7.0,2.0,0.1980379268191968,0.3134637173121225,0.04915920101544672,0.10356492700528837,0.08128586943303237,0.10364903038760759,0.15083932802730565
6.0,6.65,6,20,1,1402865100,41.942577185,-87.647078509,41.963633169,-87.652365359,1.4,,17031031502.0,Cash,,420.0,3.0,0.0,0.1815349516591606,0.26123527155544135,0.0805776683202052,0.1267044601719344,0.08989894935949537,0.1338489406022638,0.12619975833149943
24.0,9.65,4,1,2,1397439000,41.906025969,-87.675311622,41.892042136,-87.63186395,0.2,,17031081700.0,Credit Card,Taxi Affiliation Services,420.0,8.0,2.1,0.3661121892758979,0.2642511780781925,0.04879677106325384,0.1026255885032214,0.05779091662592709,0.10824101919007542,0.05218233726343173
7.0,12.85,9,21,1,1378071000,41.929077655,-87.646293476,41.892042136,-87.63186395,0.2,,17031081700.0,Credit Card,Taxi Affiliation Services,960.0,8.0,2.0,0.12794267187822048,0.18119370951423164,0.08686653134616042,0.22830025746557225,0.12176616304150227,0.1465021902558198,0.10742847649849313
7.0,9.65,2,19,6,1393010100,41.922082541,-87.634156093,41.892042136,-87.63186395,2.3,,17031081700.0,Credit Card,,900.0,8.0,2.0,0.1119489619909456,0.40776709256492566,0.1159836944947292,0.03481879564863379,0.10902697478432077,0.18401913158949482,0.03643534892695014
7.0,11.85,2,19,5,1360266300,41.929046937,-87.651310877,41.892042136,-87.63186395,3.6,,17031081700.0,Cash,,1140.0,8.0,0.0,0.17397547165977464,0.24826137322200623,0.08610885174479874,0.07529560874038668,0.16181793567888766,0.09435323176721831,0.1601875271869277
24.0,8.45,7,20,7,1404592200,41.906025969,-87.675311622,41.892042136,-87.63186395,2.6,,17031081700.0,Cash,Top Cab Affiliation,420.0,8.0,0.0,0.1199092934807148,0.20012502986058345,0.13045726592778437,0.009942617668491529,0.12582072906548158,0.14530532831219523,0.2684397356847489
22.0,10.65,2,20,6,1423253700,41.91922505,-87.671445766,41.892042136,-87.63186395,3.3,,17031081700.0,Cash,Taxi Affiliation Services,720.0,8.0,0.0,0.2878586867603288,0.23973730188175724,0.04307059182349284,0.05423767864751757,0.033936517562097354,0.035003308713591925,0.3061559146112143
7.0,10.85,3,20,5,1362688200,41.921778188,-87.651061884,41.892042136,-87.63186395,3.2,,17031081700.0,Cash,,960.0,8.0,0.0,0.27238573014174006,0.10301375494842903,0.07292138384609961,0.05845364414905948,0.08169693634634022,0.24852114678649376,0.16300740378183765
24.0,5.85,8,10,7,1440240300,41.892658108,-87.652534484,41.892042136,-87.63186395,1.9,,17031081700.0,Cash,Dispatch Taxi Affiliation,360.0,8.0,0.0,0.12591031056989863,0.2852364073737781,0.23119305971160403,0.021733429149872235,0.14232830333345836,0.0979516407670272,0.0956468490943616
8.0,5.85,1,3,7,1422068400,41.905857769,-87.630865027,41.892042136,-87.63186395,1.3,,17031081700.0,Cash,Dispatch Taxi Affiliation,360.0,8.0,0.0,0.30257276288865914,0.37480534803090093,0.0816175518170994,0.022703229863688345,0.047739003684341884,0.09970086674830725,0.07086123696700299
24.0,5.85,1,22,5,1389909600,41.892658108,-87.652534484,41.892042136,-87.63186395,0.0,,17031081700.0,Credit Card,Taxi Affiliation Services,360.0,8.0,2.0,0.24901094255824843,0.16629274577982353,0.03868931114750612,0.0012237765289046863,0.19298214016597695,0.11964612995065814,0.23215495386888202
7.0,10.65,6,18,6,1371840300,41.929077655,-87.646293476,41.892042136,-87.63186395,0.0,,17031081700.0,Cash,Dispatch Taxi Affiliation,1020.0,8.0,0.0,0.09946106096981354,0.3931776194477705,0.08624011372925218,0.0015252003982608399,0.10216760601279494,0.18927087189679678,0.12815752754531126
6.0,15.65,8,23,3,1439939700,41.949139771,-87.656803909,41.892042136,-87.63186395,6.1,,17031081700.0,Credit Card,KOAM Taxi Association,1020.0,8.0,3.5,0.10549860927337347,0.15859498253130658,0.28665645008418966,0.022047750865915133,0.15274322810655122,0.2192691060588199,0.05518987307984406
6.0,16.45,11,19,6,1383334200,41.957530922,-87.66661144,41.892042136,-87.63186395,6.5,,17031081700.0,Cash,,1080.0,8.0,0.0,0.3108109278365045,0.15976386006057536,0.08181159103001495,0.0794398719564768,0.13629058110339892,0.09937896942265914,0.1325041985903701
32.0,7.85,2,23,7,1393110000,41.87101588,-87.631406525,41.892042136,-87.63186395,1.9,,17031081700.0,Cash,,600.0,8.0,0.0,0.07746432012253654,0.413269101227835,0.09020848619147816,0.00614347845258492,0.23576919038757232,0.06160178645257462,0.11554363716541866
77.0,18.45,1,20,6,1390596300,41.979912445,-87.664188242,41.892042136,-87.63186395,8.1,,17031081700.0,Credit Card,,1020.0,8.0,2.0,0.16358847378690744,0.2515846857264238,0.12114908717755374,0.010284296764946924,0.15364740441756589,0.16420867840365871,0.13553737372294342
66.0,3.25,2,2,6,1425003300,41.771848515,-87.695666342,41.771848515,-87.695666342,0.0,,,Cash,Taxi Affiliation Services,0.0,66.0,0.0,0.048386190824246396,0.15270092226632684,0.11334974420636897,0.030801068727367813,0.08035079562639535,0.38802841144039174,0.1863828669089029
33.0,5.75,4,1,2,1460943900,41.857183858,-87.620334624,41.878865584,-87.625192142,0.8,,,Cash,Taxi Affiliation Services,180.0,32.0,0.0,0.10975965777155229,0.21347023726405698,0.09462837022366241,0.1304140950672061,0.19943105473506656,0.14750736688811658,0.10478921805033913
33.0,7.05,9,23,3,1378854900,41.857183858,-87.620334624,41.878865584,-87.625192142,0.0,,,Credit Card,Blue Ribbon Taxi Association Inc.,420.0,32.0,1.0,0.2108230729008553,0.19143619434141246,0.011803471922693397,0.04936070449780283,0.17340644662123925,0.1653266155450821,0.1978434941709148
4.0,25.45,2,9,5,1393493400,41.975170943,-87.687515515,41.878865584,-87.625192142,11.0,,,Cash,,1500.0,32.0,0.0,0.2331844870504454,0.17225351628033517,0.0503815314431671,0.01615546637404297,0.13380431893370945,0.2707184897884232,0.12350219012987665
16.0,17.64,6,8,2,1434962700,41.953582125,-87.72345239,41.878865584,-87.625192142,7.2,,,Credit Card,,1620.0,32.0,1.5,0.14741921193000865,0.18705369827720306,0.17133830836641858,0.002615084581857029,0.16907421314344956,0.26095359847582605,0.06154588522523722
14.0,21.25,12,4,4,1417579200,41.968069,-87.721559063,41.878865584,-87.625192142,9.3,,,Cash,,1080.0,32.0,0.0,0.23989279816822914,0.22720950236051293,0.048961505657056564,0.06136061955696847,0.11704271154370952,0.1747434433310554,0.13078941938246783
31.0,11.25,10,18,6,1444416300,41.850266366,-87.667569312,41.878865584,-87.625192142,2.5,,,Credit Card,,1020.0,32.0,2.45,0.19341915322146572,0.21617638529783334,0.189220366488865,0.005885562181463364,0.05077079955978541,0.03267424091051617,0.3118534923400709
